S.No,Candidate,Party,EVM Votes,Postal Votes,Total Votes,Percentage of votes
1,JADHAV PRATAPRAO GANPATRAO,Shiv Sena,348289,1578,349867,31.53
2,NARENDRA DAGDU KHEDEKAR,Shiv Sena (Uddhav Balasaheb Thackrey),319415,973,320388,28.88
3,RAVIKANT CHANDRADAS TUPKAR,Independent,249042,921,249963,22.53
4,VASANTRAO RAJARAM MAGAR,Vanchit Bahujan Aaghadi,98093,348,98441,8.87
5,ASHOK WAMAN HIWALE,Independent,15414,22,15436,1.39
6,SANDEEP RAMRAO SHELKE,Independent,12993,57,13050,1.18
7,GAUTAM KISANRAO MAGHADE,Bahujan Samaj Party,8125,93,8218,0.74
8,ASLAM SHAH HASAN SHAH,Maharashtra Vikas Aghadi,6117,36,6153,0.55
9,NANDU JAGANNATH LAWANGE,Independent,5696,17,5713,0.51
10,MACHHINDRA SHESHRAV MAGHADE,Socialist Party (India),5247,11,5258,0.47
11,MOHAMMAD HASAN INAMDAR,Minorities Democratic Party,4966,12,4978,0.45
12,GAJANAN JANARDAN DHANDE,Independent,4841,13,4854,0.44
13,DINKAR TUKARAM SAMBARE,Independent,4550,14,4564,0.41
14,BALASAHEB RAMCHANDRA INGLE,Independent,3911,20,3931,0.35
15,PRATAP PANDHARINATH PATIL,Independent,2547,14,2561,0.23
16,SANTOSH BHIMRAO INGLE,Republican Party of India (A),2524,6,2530,0.23
17,MADHAVRAO SAKHARAM BANSODE,Bahujan Republican Socialist Party,2441,14,2455,0.22
18,VIKAS BHAI NANDAVE,Bhim Sena,2322,9,2331,0.21
19,UDDHAV ONKAR ATOLE,Independent,1946,22,1968,0.18
20,REKHA KAILAS POPHALKAR,Independent,1533,7,1540,0.14
21,PROF SUMANTAI TIRPUDE,Peoples Party of India (Democratic),1505,6,1511,0.14
22,NOTA,None of the Above,3750,36,3786,0.34
1,ANUP SANJAY DHOTRE,Bharatiya Janata Party,454972,2058,457030,38.96
2,ABHAY KASHINATH PATIL,Indian National Congress,414557,1847,416404,35.5
3,AMBEDKAR PRAKASH YASHWANT,Vanchit Bahujan Aaghadi,275490,1257,276747,23.59
4,ADV NAJIB SHAIKH,Indian National League,3288,12,3300,0.28
5,KASHINATH VISHWANATH DHAMODE,Bahujan Samaj Party,2737,23,2760,0.24
6,MURLIDHAR LALSING PAWAR,Independent,2058,8,2066,0.18
7,ADHAU RAVIKANT RAMKRUSHNA,Jay Vidarbha Party,1710,24,1734,0.15
8,AACHARYADIP SUBHASHCHANDRA GANOJE,Independent,1610,8,1618,0.14
9,UJWALA VINAYAK RAUT,Independent,1298,8,1306,0.11
10,DHARMENDRA CHANDRAPRAKASH KOTHARI,Independent,1236,4,1240,0.11
11,DILIP SHATRUGHAN MHAISANE,Independent,860,2,862,0.07
12,ASHOK KISANRAO THORAT,Independent,573,8,581,0.05
13,MOHMMAD AJAZ MOHMMAD TAHER,Azad Adhikar Sena,564,4,568,0.05
14,BABAN MAHADEV SAYAM,Janseva Gondwana Party,535,2,537,0.05
15,PRITI PRAMOD SADANSHIV,Republican Party of India (Social),528,8,536,0.05
16,NOTA,None of the Above,5752,31,5783,0.49
1,BALWANT BASWANT WANKHADE,Indian National Congress,524136,2135,526271,44.84
2,NAVNEET RAVI RANA,Bharatiya Janata Party,504806,1734,506540,43.16
3,DINESH GANESHDAS BUB,Prahar Janshakti Party,84985,315,85300,7.27
4,ANANDRAJ YASHWANT AMBEDKAR,Republican Sena,18713,80,18793,1.6
5,KISHOR BHIMRAO LABADE,Independent,4522,2,4524,0.39
6,SANJAYKUMAR FATTESINGH GADGE,Bahujan Samaj Party,4485,28,4513,0.38
7,SUMITRA SAHEBRAO GAIKWAD,Independent,2686,4,2690,0.23
8,ARUN YASHWANTRAO BHAGAT,Independent,2086,2,2088,0.18
9,KISHOR DNYANESHWAR TAYDE,Independent,2070,2,2072,0.18
10,SURAJ DHANRAJ NAGDVANE,Independent,1815,3,1818,0.15
11,GAUTAM ALIAS ANANTA RAMDAS INGALE,Independent,1570,0,1570,0.13
12,PRAMOD RAMKRUSHNA CHOURPAGAR,Independent,1306,1,1307,0.11
13,ANIL THAWARE ALIAS DR. ANILKUMAR NAGBUDDHA,Independent,1206,0,1206,0.1
14,SURESH PUNDLIK MESHRAM,Independent,1051,1,1052,0.09
15,SATISH YASHWANTRAO GEDAM,Independent,942,1,943,0.08
16,MANOHAR KRUSHNAJI KURHADE,Independent,871,0,871,0.07
17,DIGAMBAR WAMAN BHAGAT,Naki Bharatiya Ekta Party,760,2,762,0.06
18,ENGI. AVINASH HARISHCHANDRA DHANAWATE,Peoples Party of India (Democratic),725,5,730,0.06
19,HIMMAT BHIMRAO DHOLE,Independent,668,2,670,0.06
20,SUSHAMA GAJANAN AWACHAR,Jay Vidarbha Party,656,3,659,0.06
21,GANESH NANAJI RAMTEKE,Akhil Bhartiya Parivar Party,624,5,629,0.05
22,MANKAR DNYANESHWAR KASHIRAO,Independent,538,1,539,0.05
23,TARA SURESH WANKHADE,Independent,526,1,527,0.04
24,SHRIKRUSHNA SAKHARAMJI KSHIRSAGAR,Independent,508,2,510,0.04
25,ADV. RAJU MADHUKARRAO KALANE,Bahujan Bharat Party,495,0,495,0.04
26,BHARAT CHAMPATRAO YANGAD,Independent,441,0,441,0.04
27,VARSHA BHAGAWANTRAO BHAGAT,Independent,440,3,443,0.04
28,NARENDRA BABULAL KATHANE,Desh Janhit Party,422,0,422,0.04
29,PRABHAKAR PANDURANG BHATKAR,Independent,365,0,365,0.03
30,ADV. PRUTHVISAMRAT MUKINDRAO DIPWANSH,Independent,335,2,337,0.03
31,BHAURAO SAMPATRAO WANKHADE,All India Forward Bloc,328,1,329,0.03
32,GHAZI SAADUDDIN ZAHEER AHMED,Rashtriya Ulama Council,325,6,331,0.03
33,RAVI GUNWANTRAO WANKHADE,Independent,286,2,288,0.02
34,SONALI SANJAY MESHRAM,Independent,270,2,272,0.02
35,SANDEEP BABULAL MESHRAM,Independent,257,0,257,0.02
36,RAJESH TULSHIRAM KHADE,Independent,239,0,239,0.02
37,RAJU MAHADEVRAO SONONE,Independent,230,2,232,0.02
38,NOTA,None of the Above,2517,27,2544,0.22
1,AMAR SHARADRAO KALE,Nationalist Congress Party – Sharadchandra Pawar,530761,2345,533106,48.68
2,RAMDAS CHANDRABHAN TADAS,Bharatiya Janata Party,449599,1859,451458,41.23
3,DR. MOHAN RAMRAOJI RAIKWAR,Bahujan Samaj Party,20653,142,20795,1.9
4,PROF. RAJENDRA GULABRAO SALUNKHE,Vanchit Bahujan Aaghadi,15408,84,15492,1.41
5,ASIF,Independent,15176,6,15182,1.39
6,KISHOR BABA PAVAR,Independent,12917,3,12920,1.18
7,SUHAS V. THAKARE,Independent,7639,9,7648,0.7
8,AKSHAY MEHARE BHARTIYA,Akhil Bhartiya Parivar Party,5446,21,5467,0.5
9,MAROTI GULABRAO UIKE,Gondvana Gantantra Party,4651,21,4672,0.43
10,ADV. BHASKAR MAROTRAO NEWARE,Independent,4021,11,4032,0.37
11,JAGADISH UDDVRAO WANKHADE,Independent,2338,11,2349,0.21
12,POOJA PANKAJ TADAS,Independent,2121,14,2135,0.19
13,ANIL K. GHUSHE,Independent,1967,4,1971,0.18
14,ASHISH LEKHIRAM IZANKAR,Vidarbha Rajya Aghadi,1819,9,1828,0.17
15,VIJAY DNYANESHWARRAO SHRIRAO,Independent,1723,15,1738,0.16
16,ARVIND SHAMRAO LILLORE,Independent,1475,1,1476,0.13
17,RAMRAO BAJIRAO GHODASKAR,All India Forward Bloc,1418,20,1438,0.13
18,KRUSHNA SUBHASHRAO FULKARI,Lok Swarajya Party,1342,1,1343,0.12
19,UMESH SOMAJI WAWARE,Maharashtra Vikas Aghadi,1231,15,1246,0.11
20,KRUSHNA ANNAJI KALODE,Hindrashtra Sangh,1052,9,1061,0.1
21,RAMESH SINHA,Independent,799,0,799,0.07
22,DR. MORESHWAR RAMJI NAGRALE,Republican Party of India,792,5,797,0.07
23,DIXITA ANAND,Desh Janhit Party,731,5,736,0.07
24,RAHUL T. BHOYAR,Independent,685,4,689,0.06
25,NOTA,None of the Above,4583,51,4634,0.42
1,Shyamkumar (Babalu) Daulat Barve,Indian National Congress,611894,1131,613025,48.94
2,RAJU DEONATH PARVE,Shiv Sena,535234,1023,536257,42.81
3,SANDIP SAHADEO MESHRAM,Bahujan Samaj Party,26003,95,26098,2.08
4,KISHORE UTTAMRAO GAJBHIYE,Independent,24324,59,24383,1.95
5,AJAY BAKARAM CHAVAN,Independent,6021,5,6026,0.48
6,SANVIDHAN G LOKHANDE,Baliraja Party,5810,4,5814,0.46
7,ROSHANI ATUL GAJBHIYE,Gondvana Gantantra Party,5108,29,5137,0.41
8,GOWARDHAN DEORAO KUMBHARE,Viro Ke Vir Indian Party,3750,16,3766,0.3
9,ARVIND SHIVAJI TANDEKAR,Independent,3208,7,3215,0.26
10,SANJAY VASANTRAO BORKAR,Maharashtra Vikas Aghadi,1983,9,1992,0.16
11,SHANKAR CHINTAMAN CHAHANDE,Vanchit Bahujan Aaghadi,1858,26,1884,0.15
12,ADV BHIMRAO SHENDE,Bahujan Republican Socialist Party,1811,7,1818,0.15
13,GAIKWAD MANJUSHA SACHIN,Akhil Bhartiya Parivar Party,1760,13,1773,0.14
14,ASHISH BHAURAO SARODE,Bhim Sena,1600,20,1620,0.13
15,PRAMOD SHRIPAT KHOBRAGADE,Ambedkarite Party of India,1337,3,1340,0.11
16,UMESH RAJU KHADSE,Rashtra Samarpan Party,1223,6,1229,0.1
17,SIDDHARTH GADIJI PATIL,Peoples Party of India (Democratic),975,2,977,0.08
18,PREMKUMAR DASHRATH GAJBHARE,Independent,921,4,925,0.07
19,RIDDHESHWAR ANANDRAO BELEY,Republican Party of India (A),908,5,913,0.07
20,BHOJRAJ TUKARAM SARODE,Jay Vidarbha Party,881,7,888,0.07
21,VILAS SHRIPAT KHADSE,Independent,857,3,860,0.07
22,SUBHASH LOKHANDE,Independent,849,1,850,0.07
23,KARTIK GENDLALJI DOKE,Independent,844,3,847,0.07
24,ADV ULHAS SHALIKRAM DUPARE,Independent,780,1,781,0.06
25,LAROKAR SURESH PUNDLIK,Independent,693,5,698,0.06
26,SUNIL UTTAMRAO SALVE,Independent,649,2,651,0.05
27,GOWARDHAN NAMDEO SOMDEVE,Independent,509,2,511,0.04
28,VILAS GANESH ZODAPE,Independent,402,5,407,0.03
29,NOTA,None of the Above,7769,58,7827,0.62
